leader,vote,name,Sc,Sc_p,R-Sc,R-Sc_p,slots,Sc_p_lb,Sc_p_ub,Sc_p_flag,Sc_lb,Sc_ub,Sc_flag,dontfront_violations
FimxwskHym6UxYbPyTNovPKqnaHnUuSDDXangz7ysUmQ,,"",0.5074046184738956,0.329066265060241,336.9166666666667,218.50000000000003,664,0.26262415382993876,0.4031279719894726,true,-0.006098535479318731,0.02874503018831344,true,396
6k8XrwBQhS3LcMGDte72JbBCXH6VGWqpPDJm5Z8w9Aty,,"",0.4712906504065041,0.3234247967479675,154.58333333333334,106.08333333333333,328,0.23265703847234417,0.42977099219595827,true,-0.013464651404342295,0.036111146113337,true,211
8f8ictfTPjKtJcn8Av8jfqh7uvU3UbDtsreADQTbB1No,,"",0.38665902140672787,0.27303134556574926,337.1666666666667,238.08333333333334,872,0.2185804268395484,0.3352275364638903,true,-0.0038793709979709472,0.026525865706965655,true,412
7pnQN2YLCzVr94XHEwC6dCJpBLANhad4sbXwsZMbPnF3,,"",0.3392229254571027,0.2529008438818566,321.58333333333337,239.75000000000003,948,0.20215366063325274,0.31141487282869756,true,-0.0032572543124861995,0.02590374902148091,true,341
HNz9KC2vFPfC7TPmNtzh7nCDWDBYTLpCbmn5QD2UYX9u,4gg56BTsCSEXW3CLw7BuT31x3ptEjSz6aeVE1Xjby22R,"pro100invest",0.28128090999010885,0.23071216617210683,379.16666666666674,311,1348,0.18920769036131058,0.278197158164638,true,-0.0009040842230597194,0.02355057893205443,true,504
GPt2TFT3bNXSEXqsjdreW9eryC1opPUw3iah9VeW1xYn,,"",0.28514168530947054,0.22222222222222227,509.8333333333333,397.3333333333334,1788,0.18639171909194127,0.26271642093202796,true,0.0007064658808519503,0.02194002882814276,true,469
BiF9ZbQht1TgHwWEcrbMQFt37aLEPpNvXWAyd7SuqhpR,HymVLhdKah8BrZj4FAXJJYH8nhWGqjqvFvPFJM5L5VNa,"SHP",0.3026960784313726,0.21936274509803924,20.583333333333336,14.916666666666668,68,0.08664070736831492,0.454276068649706,true,-0.043117261914004765,0.06576375662299948,true,25
3fnhNULLwi3BEyFUVS3qAqPjwegsNDTr3k7C8GxFbmau,CtombV3RrUSMKJEjnhTALqFTxKg4uLmYzRex348LRxSH,"TiTo Validator",0.27225783475783477,0.2191951566951567,509.6666666666667,410.33333333333337,1872,0.18432802590766068,0.2585669533370498,true,0.0009473966695668062,0.021699098039427905,true,711
EQeqPLb2K12vJKVuSoemdwKstxUYub5fzzHSQew4ggMg,,"",0.2821072319201995,0.20932044887780552,452.5,335.75000000000006,1604,0.1726090713958608,0.25146673579826007,true,0.00011405160161111379,0.022532443107383594,true,371
rubi69KY2Nvmjc1aKiUkUkjDNdBJgExCmndcC8xLody,tra6iWoZRjVxLoBMtafHWX7ZkoXCPRKf5r66fSc2fu5,"",0.265625,0.20659722222222224,12.75,9.916666666666668,48,0.06659238963038971,0.48728571399291876,true,-0.05347391940457458,0.07612041411356929,true,19
