leader,vote,name,Sc,Sc_p,R-Sc,R-Sc_p,slots,Sc_p_lb,Sc_p_ub,Sc_p_flag,Sc_lb,Sc_ub,Sc_flag,dontfront_violations
8BwV97uHgQEFYGVhMxcrUuNZ7rzhpiiHJNAThvCX4zv3,,"",0.8649436090225564,0.3965538847117795,2300.75,1054.8333333333335,2660,0.3603375049200127,0.4339409212037406,true,0.007663836164521456,0.03166519822701294,true,2735
BiF9ZbQht1TgHwWEcrbMQFt37aLEPpNvXWAyd7SuqhpR,HymVLhdKah8BrZj4FAXJJYH8nhWGqjqvFvPFJM5L5VNa,"SHP",0.5020833333333334,0.35208333333333336,120.50000000000003,84.5,240,0.24419309051799243,0.477524723714415,true,-0.0202877187798557,0.05961675317139009,true,159
GqT4x9wuaqxES9KpnqjyX1t9ddVj25YMeG7mnkds8HWF,Ac5y3nnaU97CqdsqNBygqxbCd7Hk8NU5PVk61R5qMHqT,"",0.5544871794871796,0.328525641025641,28.83333333333334,17.083333333333332,52,0.14084472110976162,0.593528104110922,true,-0.06616665410406347,0.10549568849559787,true,21
7XCbYkANgiqgCoevBmJMAwYqD4iuKzNEJjd2XtF5QExp,AUTnPgB8m6qsctP9RRAcmnVrLSpZbBYB8nQAzYUN5j8q,"Dima_FantomasUA",0.4277329749103943,0.30748207885304657,795.5833333333334,571.9166666666666,1860,0.26754747565087944,0.350524814934397,true,0.005313250377673731,0.03401578401386066,true,1054
4o2TxN5RNxjiLvEbK56ZyaZ1bg3ZTgaTLpPRqi8vEkRS,8guXF5HQVU4g71ZCnn6aEJxQyb59NaEc4XCGjF5arsiH,"BLOCKPRIME 💠",0.418560606060606,0.3049242424242425,55.24999999999999,40.25000000000001,132,0.17597370987750546,0.47401165631180187,true,-0.0342070668039607,0.0735361011954951,true,73
5B1eeUcVsdX1GQPxeipE6MXaQZwGAWNEWCTPWXqVL2j9,33jhUy4KkZ3AxRfqLshb4u6u6pA1MC6yoNHrKWNeRxbg,"dikijkoala",0.41231884057971013,0.29827898550724635,379.3333333333333,274.41666666666663,920,0.2432461287830477,0.3598422062249053,true,-0.000741243879830971,0.04007027827136536,true,486
3fHDpgV7GG2fRirqYNFvAUfH5BnbQnRYDqeJBpVFKm8s,FQ5Hc8CgnBBFT87QYt72SVVYGEk677fZHDKH1wX2TeQ5,"NeverBackDown",0.41257047216349546,0.29646758280479213,780.5833333333334,560.9166666666667,1892,0.2573639607126566,0.3388020275167199,true,0.005435131708439976,0.03389390268309442,true,1009
rmnh7A7y6LuSPph6x9JxNN1dzLZ1NoXSMGBemMJMwZZ,yrfQfUfsZechz1zqQyTRRz43czTZQidcrm4SNVWiDPi,"romanh",0.487938596491228,0.2949561403508772,37.08333333333333,22.416666666666668,76,0.14006989334409495,0.5179530010629951,true,-0.05133246923661278,0.09066150362814718,true,59
MRGSoA53J7i4WidVHTxawPyKdr26LdVYCywnrUZ6auT,CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,"MARGUS.ONE 💎 0% fee +MEV!",0.40168539325842695,0.2937734082397004,143,104.58333333333334,356,0.20981345961485437,0.39455514293637134,true,-0.013139098247462826,0.05246813263899722,true,180
Hu3b6mGQJ5jRYRJxdH4kZX6VAyw3p4LAmxDBxhvXVKje,FyrSH4VeQidMVPQ9AE2szAbP5xBZBprRG3z1QMMLNi5X,"Gotham",0.3963563458856347,0.28408298465829845,378.91666666666674,271.5833333333333,956,0.23104517328929064,0.34385161404096953,true,-0.000353348210595298,0.039682382602129695,true,508
